tweet_id|datetime|city|state|country|gps|polygon|tweet
901692208147046400|2017-08-27 01:25:49|St George|St George, UT|United States|null|(37.021646,-113.641805),(37.149517,-113.641805),(37.149517,-113.513726),(37.021646,-113.513726),|please help them #houston #harvey #txwx #houwx @abc13houston @kprc2 @cohoustonfire https://t.co/fuqor6mijo
901692512385081344|2017-08-27 01:27:02|Los Angeles|Los Angeles, CA|United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|"https://t.co/4h5aj9jz8x .@redcross ""we will be here ... as long as we're needed."" #hurricaneharvey"
901692905227726853|2017-08-27 01:28:35|San Antonio|Texas, USA|United States|null|(29.141956,-98.778559),(29.693046,-98.778559),(29.693046,-98.302744),(29.141956,-98.302744),|houston area needs some prayers y'all!!! people are already having to get into their attics!! #harvey
901694711294984198|2017-08-27 01:35:46|Irving|null|United States|null|(32.771786,-97.034184),(32.956048,-97.034184),(32.956048,-96.888782),(32.771786,-96.888782),|i think we need to rename harvey allison katrina because it is that insane from the news reports. #houstonflood #allisonkatrina
901695207170768896|2017-08-27 01:37:44|Dallas|Dallas, TX|United States|null|(32.620678,-96.977527),(33.019039,-96.977527),(33.019039,-96.54598),(32.620678,-96.54598),|@khou is now recommending you have an axe if flood waters rise to where you need to cut your roof to escape #hurricaneharvey
901697111703605248|2017-08-27 01:45:18|Boca Raton|United States|United States|null|(26.320692,-80.203991),(26.427259,-80.203991),(26.427259,-80.065981),(26.320692,-80.065981),|dog carrying bag of food after hurricane harvey becomes viral hero https://t.co/g3mdadfjh5 via @houstonchron thand god for helping him!
901697813435863040|2017-08-27 01:48:06|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|need my future guy to swim over here so we can hurricane & chill
901698376726654977|2017-08-27 01:50:20|San Antonio|Texas, USA|United States|null|(29.141956,-98.778559),(29.693046,-98.778559),(29.693046,-98.302744),(29.141956,-98.302744),|if y'all think this storm is over, it's not. it may be in your city or town, but the rest of texas need prayers! #harvey
901699722771136516|2017-08-27 01:55:41|Huntsville|Huntsville, Texas|United States|null|(30.643296,-95.600652),(30.768881,-95.600652),(30.768881,-95.493887),(30.643296,-95.493887),|praying  for safety and needed supplies for all in the path of hurricane harvey.
901700095493775360|2017-08-27 01:57:10|Texas|null|United States|null|(25.837092,-106.645646),(36.500695,-106.645646),(36.500695,-93.508131),(25.837092,-93.508131),|harvey needs to stop playin bc im tryna graudate on time this year and not have to make up all these school days
901700926506926080|2017-08-27 02:00:28|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|let me just tell you something, @realdonaldtrump. if you feel the need to tweet later this morning...resist. #harvey victims cannot take it.
901701509305569280|2017-08-27 02:02:47|Channelview|Houston, TX|United States|null|(29.735548,-95.176002),(29.851809,-95.176002),(29.851809,-95.061098),(29.735548,-95.061098),|so many people asking to be rescued while in the attics with their kids! lord, please help us!! 😭🙏🏼 #harveyhurricane
901702258613776386|2017-08-27 02:05:45|Austin|Austin, TX|United States|null|(30.127892,-97.928935),(30.518799,-97.928935),(30.518799,-97.580513),(30.127892,-97.580513),|everyone make sure the #houstonflood info & photos you post are from #harvey & not another #hurricane. the last thing we need is bad info!!
901704489350127616|2017-08-27 02:14:37|Pennsylvania|Reading, PA|United States|null|(39.719801,-80.519851),(42.516072,-80.519851),(42.516072,-74.689517),(39.719801,-74.689517),|horrible. people turning to twitter to call for help in and around houston. this feels like a slow motion katrina. #harvey
901704878531149824|2017-08-27 02:16:10|Florida|New Orleans, LA|United States|null|(24.396308,-87.634643),(31.001056,-87.634643),(31.001056,-79.974307),(24.396308,-79.974307),|dear #houston  @realdonaldtrump says #harveystorm is fake liberal news. don't expect help
901704979169382400|2017-08-27 02:16:34|Irving|Texas, USA|United States|null|(32.771786,-97.034184),(32.956048,-97.034184),(32.956048,-96.888782),(32.771786,-96.888782),|this mini vacation was much needed! opened up a business in the process of evacuating from harvey.
901705221948264448|2017-08-27 02:17:32|Samoset|Sarasota, FL|United States|null|(27.465078,-82.562995),(27.488095,-82.562995),(27.488095,-82.529205),(27.465078,-82.529205),|no that's why i need the link to watch the hurricane since you're pressed about people talking about the fight. https://t.co/4g4lxz2svl
901705612937097216|2017-08-27 02:19:05|Montclair|New York, NY|United States|null|(40.788029,-74.237314),(40.86178,-74.237314),(40.86178,-74.182684),(40.788029,-74.182684),|we are preparing to support #texas in response to hurricane #harvey. stay tuned to learn how you can help. @texasvoad @njvoad
901706729183961088|2017-08-27 02:23:31|Lake Mohawk|Sparta, NJ|United States|null|(40.985186,-74.726141),(41.058035,-74.726141),(41.058035,-74.631213),(40.985186,-74.631213),|flash flood emergencies: harvey's catastrophic texas rainfall flooding possible double whammy 4 surge-flooded coast https://t.co/r7ae16jbgd
901708556352794624|2017-08-27 02:30:47|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|i really don't need to diet, but this hurricane... #frozenfoodweek #everythingclosed #hurricaneharvery
901709744393646080|2017-08-27 02:35:30|Benbrook|Texas, USA|United States|null|(32.647286,-97.512109),(32.723883,-97.512109),(32.723883,-97.411765),(32.647286,-97.411765),|so all these snapchats of people throwing hurricane parties and thinking it'll be fun are now begging for help because they're trapped
901709820985831428|2017-08-27 02:35:48|College Station|Texas, USA|United States|null|(30.520359,-96.37703),(30.650584,-96.37703),(30.650584,-96.206267),(30.520359,-96.206267),|either the hurricane is hitting my wall really hard or chelsea is breaking the bed fckng her boo. either or they both need to stfu
901710966219354113|2017-08-27 02:40:21|Torrance|Torrance, CA|United States|null|(33.780441,-118.394086),(33.886988,-118.394086),(33.886988,-118.308349),(33.780441,-118.308349),|help people affected by #hurricaneharvery donate now https://t.co/ceytkkue1j
901712234073669633|2017-08-27 02:45:24|San Jose|San Jose, California|United States|null|(37.193164,-122.035311),(37.469154,-122.035311),(37.469154,-121.71215),(37.193164,-121.71215),|hurricane harvey puts cruz, cornyn in political bind over aid https://t.co/tdt0tasjlv
901714534578212864|2017-08-27 02:54:32|Austin|Screwston|United States|null|(30.127892,-97.928935),(30.518799,-97.928935),(30.518799,-97.580513),(30.127892,-97.580513),|i feel so bad for everybody affected by the hurricane   i really wish i could help ):
901714610201522176|2017-08-27 02:54:50|Texas|null|United States|null|(25.837092,-106.645646),(36.500695,-106.645646),(36.500695,-93.508131),(25.837092,-93.508131),|i'm gonna need new carpet thanks harvey...jerk
901717288851779584|2017-08-27 03:05:29|Houston|null|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|y'all need to stop making jokes about harvey, this shit is not funny. people out here losing lives and everything they own.
901717846023012352|2017-08-27 03:07:42|California|Los Angeles, CA|United States|null|(32.528832,-124.482003),(42.009519,-124.482003),(42.009519,-114.131212),(32.528832,-114.131212),|red cross and other orgs will need donations for the devastation in texas from harvey. please help if you can. https://t.co/lprrqca98t
901719007698579456|2017-08-27 03:12:19|Florida|New Orleans, LA|United States|null|(24.396308,-87.634643),(31.001056,-87.634643),(31.001056,-79.974307),(24.396308,-79.974307),|@washingtonpost @ulterial dang.... so we need a hurricane to get free news... what a country.  s'okay i go to my public library
901721619818848256|2017-08-27 03:22:41|Houston|on deadline ⏳|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|my friends are stuck in a dark colored purple senata. who do i call for help? #harvey #houstonflood #houwx
901722908892024832|2017-08-27 03:27:49|Houston|Houston muh fuckin Texas hoe |United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|damn i need some pussy that looks like 288 rn #huricaneharvey
901724801185796096|2017-08-27 03:35:20|Duncanville|Duncanville, Texas|United States|32.65840149,-96.9151001|(32.617554,-96.943349),(32.676694,-96.943349),(32.676694,-96.882757),(32.617554,-96.882757),|new orleans native helps people displaced by harvey https://t.co/aebuomcdem
901728745203097601|2017-08-27 03:51:00|Los Angeles|Los Angeles, CA|United States|null|(33.704538,-118.668404),(34.337041,-118.668404),(34.337041,-118.155409),(33.704538,-118.155409),|please tweet this as much as u can. help others. #hurricaneharvey #houstonflooding  #harvey2017 #harveystorm… https://t.co/epgetau7jk
901730501043646465|2017-08-27 03:57:59|Santa Fe|Texas|United States|null|(29.332349,-95.195208),(29.42966,-95.195208),(29.42966,-95.049067),(29.332349,-95.049067),|the national guard: (409)-933-4051  coast guard (houston): (713)-578-3000  disaster distress helpline: (800)-985-5990  #hurricaneharvey
901730710901411841|2017-08-27 03:58:49|Texas|Asshai by the Shadow, Essos|United States|null|(25.837092,-106.645646),(36.500695,-106.645646),(36.500695,-93.508131),(25.837092,-93.508131),|@silly_emily3 lol i'm about to go to sleep finally. been following too much of this damn hurricane. i need to sleep a little
901731823952252928|2017-08-27 04:03:14|Valparaiso|null|United States|null|(41.434556,-87.124014),(41.52125,-87.124014),(41.52125,-86.988343),(41.434556,-86.988343),|@galvestonso can you help?! #harvey https://t.co/kosqc8txqx
901732990958567424|2017-08-27 04:07:53|Sugar Land|Houston-Rockets Texans Astros|United States|null|(29.543372,-95.686106),(29.663556,-95.686106),(29.663556,-95.577273),(29.543372,-95.577273),|@fbcoem thank you alan spears for your @khou interview...it helped put me at ease a bit #prayfortexas #hurricaneharvey2017
901733509185888256|2017-08-27 04:09:56|Houston|Texas|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|please remember the people in need even after the storm ends & the media forgets #hurricaneharvey #houstonflood… https://t.co/hztbutdk0d
901733903341420544|2017-08-27 04:11:30|The Woodlands|Texas, USA|United States|null|(30.10764,-95.661376),(30.254863,-95.661376),(30.254863,-95.418329),(30.10764,-95.418329),|#help #harvey #stranded please read and if you have a truck please dm me soi can help this gentleman.elderly ppl w/… https://t.co/pslktrjodn
901734186142367744|2017-08-27 04:12:38|Valparaiso|null|United States|null|(41.434556,-87.124014),(41.52125,-87.124014),(41.52125,-86.988343),(41.434556,-86.988343),|@sheriffed_hcso elderly people sheltering in attic. can you get them help? #houston #harvey https://t.co/v3shcgrt10
901734963883757568|2017-08-27 04:15:43|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|the most grim emergency advice i've ever read. god help houston if this rain doesn't start to let up. #harvey https://t.co/bhvvnfmgdf
901736104340078592|2017-08-27 04:20:15|Dallas|Texas|United States|null|(32.620678,-96.977527),(33.019039,-96.977527),(33.019039,-96.54598),(32.620678,-96.54598),|thank you @sylvesterturner #harvey 911 operators are angels, helping us all, in our darkest hour of need. god bless… https://t.co/dtgvk268q9
901737193810558976|2017-08-27 04:24:35|Brockton|null|United States|null|(42.042695,-71.080136),(42.126438,-71.080136),(42.126438,-70.973413),(42.042695,-70.973413),|@frankthorp @tedcruz @johncornyn these same men voted against aide to hurricane sandy victims! only understanding s… https://t.co/0svdmdtgke
901738937672073216|2017-08-27 04:31:30|Anchorage|Anchorage, AK|United States|null|(61.043884,-150.035259),(61.426201,-150.035259),(61.426201,-149.48233),(61.043884,-149.48233),|mexico send help for hurricane katrina. no one can help the barren hurricane of cruelty that is @realdonaldtrump. https://t.co/smbqdif5vj
901745687271841792|2017-08-27 04:58:20|Corpus Christi|San Bernardino, CA|United States|null|(27.578509,-97.662618),(27.895793,-97.662618),(27.895793,-97.202232),(27.578509,-97.202232),|@khou report: storm, heavy rain expected until 1am thursday in greater #houston area. god help them. #houstonflood #harvey
901747103168438272|2017-08-27 05:03:57|Houston|Texas, USA|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|i request everyone to please pray for us here in texas and houston area  ..prayers much needed 🙏 #hurricaneharvery #houston #prayfortexas
901747301672243205|2017-08-27 05:04:45|Houston|Cypress, Tx|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|#hurricaneharvery seriously now the reason is coming from east south and southwest grim stagnant harvey.  all freeways are rivers #help
901747547701641217|2017-08-27 05:05:43|La Porte|Great State of Texas|United States|null|(29.601579,-95.113868),(29.730034,-95.113868),(29.730034,-95.000382),(29.601579,-95.000382),|harveygeddon day 3...much worse than yesterday. lord help us
901749949842513920|2017-08-27 05:15:16|Houston|Cypress, Tx|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|#hurricaneharvey seriously the rain is coming from the east, southeast, south, southwest, west, the rain won't stop bc harvey stagnant #help
901750059288670209|2017-08-27 05:15:42|South Bend|South Bend, Indiana|United States|null|(41.598756,-86.385306),(41.760555,-86.385306),(41.760555,-86.19642),(41.598756,-86.19642),|my heart and prayers go out to the people that have been, still being hit, by hurricane harvey.  may god help all of you. god bless.
901750073499021312|2017-08-27 05:15:45|Corpus Christi|San Bernardino, CA|United States|null|(27.578509,-97.662618),(27.895793,-97.662618),(27.895793,-97.202232),(27.578509,-97.202232),|#khou report: storm, heavy rain expected until 1am thursday in greater #houston area. god help them. #houstonflood #harvey
901750300222132224|2017-08-27 05:16:39|Texas|Murder Mitton|United States|null|(25.837092,-106.645646),(36.500695,-106.645646),(36.500695,-93.508131),(25.837092,-93.508131),|this is me😫😫 i need to get active asap omg go away #hurricaneharvy https://t.co/fxchae6qnm
901751038272778240|2017-08-27 05:19:35|Texas|ÜT: 30.05224,-95.480363|United States|null|(25.837092,-106.645646),(36.500695,-106.645646),(36.500695,-93.508131),(25.837092,-93.508131),|karen morales and her kids need help! 507 elton st 77034  by edgebrook. please rt #harvey  #houstontogether https://t.co/ejernlssed
901751227851173888|2017-08-27 05:20:21|French Lick|Lexington, KY|United States|null|(38.526873,-86.642965),(38.561549,-86.642965),(38.561549,-86.607874),(38.526873,-86.607874),|slow moving harvey could still affect hattiesburg on saturday. https://t.co/ms3hzhpfjw
901752781467410432|2017-08-27 05:26:31|Friendswood|Friendswood, TX|United States|null|(29.460644,-95.233093),(29.563312,-95.233093),(29.563312,-95.145844),(29.460644,-95.145844),|all major highways in houston are under water. the airports are closed. we're gonna need a bigger boat. #hurricaneharvery
901753045113081856|2017-08-27 05:27:34|Jacinto City|Houston, TX|United States|null|(29.759006,-95.259478),(29.77434,-95.259478),(29.77434,-95.220339),(29.759006,-95.220339),|stay your ass where the fuck you're at, hurricane harvey fucking us up bad, so we definitely don't need another fuc… https://t.co/tvw6tvfjz8
901756428142211073|2017-08-27 05:41:00|Dickinson|Medical Field🏥|United States|null|(29.422182,-95.120569),(29.491047,-95.120569),(29.491047,-95.010182),(29.422182,-95.010182),|my house flooded. no college for me this semester. gotta help my family god will get us through this. #hurricaineharvey
901756841897623552|2017-08-27 05:42:39|Houston|Austin ,TX // Houston, Tx|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|can't sleep, up reading all these #huricaneharvey tweets wishing i could help everyone. @sylvesterturner @artacevedo #heavyheartedhoustonian
901757171276410880|2017-08-27 05:43:58|Maine|Maine|United States|null|(42.917127,-71.084335),(47.459687,-71.084335),(47.459687,-66.885075),(42.917127,-66.885075),|#harvey spawns catastrophic floods in southeastern texas. billion$ will b needed 2 resuscitate houston but #donaldtrump & gop want tax cuts
901757208278552576|2017-08-27 05:44:06|Pasadena|Pasadena, TX|United States|null|(29.59057,-95.234584),(29.746032,-95.234584),(29.746032,-95.083288),(29.59057,-95.083288),|yo @loganpaul help a brother out we need the lit bus🔥since houston flooded #hurricaneharvey
901758256539996160|2017-08-27 05:48:16|Elmhurst|Villa Park, Illinois|United States|null|(41.847769,-87.969193),(41.93168,-87.969193),(41.93168,-87.915373),(41.847769,-87.915373),|#hurricaneharvey  a lot of animals and pets need your help! keep an eye out, give them a hand, don't let them die! #houston #corpuschristi
901758631053578241|2017-08-27 05:49:46|Florham Park|United States|United States|null|(40.750397,-74.440536),(40.798281,-74.440536),(40.798281,-74.35756),(40.750397,-74.35756),|please donate to help @fehsf_grants assist leo families who are suffering the effects of #hurricaneharvey here:… https://t.co/rqlstkl8jx
901760877220810753|2017-08-27 05:58:41|Houston|Houston, TX|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|please retweet so that those who need it may see it. stay safe #houstonflood #hurricaneharvey https://t.co/r9acwvhh73
901761863876091904|2017-08-27 06:02:36|Archbald|Archbald, PA|United States|null|(41.479945,-75.592151),(41.522979,-75.592151),(41.522979,-75.526675),(41.479945,-75.526675),|how come all these states right texan politicians are now calling for the federal govt's help with #harvey. pick a side. more hypocrisy.
901762313618944000|2017-08-27 06:04:24|Alabama|Wetumpka, Alabama|United States|null|(30.144425,-88.473228),(35.008029,-88.473228),(35.008029,-84.888247),(30.144425,-84.888247),|praying for tx in all 3 services today. looking forward to sharing ways we can respond to help in upcoming days. #harvey
901763976652099584|2017-08-27 06:11:00|Houston|On assignment passing through|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|#fortexas #hurricanharvey aftermath🙏 help is on its way 👼👼👼👼 https://t.co/gq1alt4rcp
901764931669905408|2017-08-27 06:14:48|Houston|null|United States|null|(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),|@realdonaldtrump we are dying here!!! we need immediate help!!!!! #houston#harvey
